demoName,roundIdx,tick,seconds,bombPlanted,tFreezeTimeEndEqVal,tRoundSpendMoney,roundNum,isWarmup,winningSide,losingTeam,tRoundStartEqVal,tactic_used,t0_x,t0_y,t0_z,t0_hp,t0_armor,t0_activeWeapon,t0_totalUtility,t0_isAlive,t0_isDefusing,t0_isPlanting,t0_isReloading,t0_isInBombZone,t0_isInBuyZone,t0_equipmentValue,t0_hasHelmet,t0_hasDefuse,t0_hasBomb,t0_areaId,t1_x,t1_y,t1_z,t1_hp,t1_armor,t1_activeWeapon,t1_totalUtility,t1_isAlive,t1_isDefusing,t1_isPlanting,t1_isReloading,t1_isInBombZone,t1_isInBuyZone,t1_equipmentValue,t1_hasHelmet,t1_hasDefuse,t1_hasBomb,t1_areaId,t2_x,t2_y,t2_z,t2_hp,t2_armor,t2_activeWeapon,t2_totalUtility,t2_isAlive,t2_isDefusing,t2_isPlanting,t2_isReloading,t2_isInBombZone,t2_isInBuyZone,t2_equipmentValue,t2_hasHelmet,t2_hasDefuse,t2_hasBomb,t2_areaId,t3_x,t3_y,t3_z,t3_hp,t3_armor,t3_activeWeapon,t3_totalUtility,t3_isAlive,t3_isDefusing,t3_isPlanting,t3_isReloading,t3_isInBombZone,t3_isInBuyZone,t3_equipmentValue,t3_hasHelmet,t3_hasDefuse,t3_hasBomb,t3_areaId,t4_x,t4_y,t4_z,t4_hp,t4_armor,t4_activeWeapon,t4_totalUtility,t4_isAlive,t4_isDefusing,t4_isPlanting,t4_isReloading,t4_isInBombZone,t4_isInBuyZone,t4_equipmentValue,t4_hasHelmet,t4_hasDefuse,t4_hasBomb,t4_areaId,dist01,dist02,dist03,dist04,dist06,dist07,dist08,dist10,dist12,dist13,dist14,dist16,dist17,dist18,dist20,dist21,dist23,dist24,dist26,dist27,dist28,dist30,dist31,dist32,dist34,dist36,dist37,dist38,dist40,dist41,dist42,dist43,dist46,dist47,dist48,dist60,dist61,dist62,dist63,dist64,dist67,dist68
00e7fec9-cee0-430f-80f4-6b50443ceacd,10,151433,0.2283464566929134,False,21500,20700,11,False,T,ENCE,1000,t_setup_a,-479.1514892578125,-827.5767822265625,105.35419464111328,100,100,5,1,True,False,False,False,False,True,4200,True,False,True,1976,-846.3456420898438,-804.0457153320312,117.27044677734375,100,100,5,2,True,False,False,False,False,True,2200,True,False,False,7187,-357.4555358886719,-786.6248168945312,82.27892303466797,100,100,16,3,True,False,False,False,False,True,5000,True,False,False,8971,-994.4375610351562,-736.6438598632812,122.77613067626953,100,100,5,3,True,False,False,False,False,True,4800,True,False,False,8123,-676.3134765625,-794.235107421875,116.75750732421875,100,0,5,2,True,False,False,False,False,True,5300,False,False,False,6992,376.2610509252434,100.95736284259381,543.8103067361988,229.9497941517276,0,4578.393639314391,4356.23270363763,376.2610509252434,451.01247916815237,167.54925581095534,146.31125677351582,376.2610509252434,4909.613199109825,3979.9716527123865,100.95736284259381,451.01247916815237,597.6421857576378,304.7012223946365,100.95736284259381,4514.033424202063,4410.064582659069,543.8103067361988,167.54925581095534,597.6421857576378,313.86051258447117,543.8103067361988,5042.216657944562,3812.422396901431,229.9497941517276,146.31125677351582,304.7012223946365,313.86051258447117,229.9497941517276,4807.431710042413,4126.282909485903,0,376.2610509252434,100.95736284259381,543.8103067361988,229.9497941517276,4578.393639314391,4356.23270363763
00e7fec9-cee0-430f-80f4-6b50443ceacd,10,151497,0.7322834645669292,False,21500,20700,11,False,T,ENCE,1000,t_setup_a,-411.9833679199219,-922.2442016601562,97.39503479003906,100,100,15,1,True,False,False,False,False,True,4200,True,False,True,1981,-957.9719848632812,-815.8653564453125,115.89059448242188,100,100,5,2,True,False,False,False,False,True,2200,True,False,False,6993,-309.14276123046875,-682.88427734375,112.89969635009766,100,100,16,3,True,False,False,False,False,True,5000,True,False,False,8577,-1071.7476806640625,-647.1856079101562,127.4684829711914,100,100,5,3,True,False,False,False,False,True,4800,True,False,False,7001,-573.9730224609375,-742.6050415039062,120.34623718261719,100,0,5,2,True,False,False,False,False,True,5300,False,False,False,2185,553.9396802266863,371.4643230335505,671.7217693393632,290.89941128300813,0,4586.818221651969,4404.010012637169,553.9396802266863,701.1185866888873,190.39465992745878,429.103224491433,553.9396802266863,5049.456967557836,3858.1657132438304,371.4643230335505,701.1185866888873,774.0124306792393,272.01536219745424,371.4643230335505,4348.338380868949,4506.300673977044,671.7217693393632,190.39465992745878,774.0124306792393,501.997068481785,671.7217693393632,5122.350811548187,3732.2882432978054,290.89941128300813,429.103224491433,272.01536219745424,501.997068481785,290.89941128300813,4620.353743066403,4234.28531177959,0,553.9396802266863,371.4643230335505,671.7217693393632,290.89941128300813,4586.818221651969,4404.010012637169
00e7fec9-cee0-430f-80f4-6b50443ceacd,10,151561,1.236220472440945,False,21500,20700,11,False,T,ENCE,1000,t_setup_a,-327.59326171875,-1008.254638671875,86.93052673339844,100,100,15,1,True,False,False,False,False,True,4200,True,False,True,1997,-1038.5216064453125,-735.0939331054688,123.39608764648438,100,100,5,2,True,False,False,False,False,True,2200,True,False,False,7207,-321.8204650878906,-570.8611450195312,118.58399200439453,100,100,16,3,True,False,False,False,False,False,5000,True,False,False,8587,-1153.8472900390625,-552.9269409179688,130.1466827392578,100,100,5,3,True,False,False,False,False,False,4800,True,False,False,8830,-476.604736328125,-665.4781494140625,186.35804748535156,100,0,9,2,True,False,False,False,False,True,5300,False,False,False,8966,792.6321741629375,408.5319983959661,1060.3431652234865,inf,0,4554.851532370009,4517.556801975345,792.6321741629375,895.298655931338,378.3502999939145,inf,792.6321741629375,5174.602672155911,3788.7840136151294,408.5319983959661,895.298655931338,1118.1214018695619,inf,408.5319983959661,4417.372745513324,4575.33503862142,1060.3431652234865,378.3502999939145,1118.1214018695619,inf,1060.3431652234865,5397.425418094135,3709.4679548241643,inf,inf,inf,inf,inf,4976.138475232072,4113.512378399754,0,792.6321741629375,408.5319983959661,1060.3431652234865,inf,4554.851532370009,4517.556801975345
00e7fec9-cee0-430f-80f4-6b50443ceacd,10,151625,1.7401574803149606,False,21500,20700,11,False,T,ENCE,1000,t_setup_a,-299.2296142578125,-1109.46435546875,76.08916473388672,100,100,15,1,True,False,False,False,False,False,4200,True,False,True,7219,-1018.5455322265625,-698.45751953125,129.03125,100,100,5,2,True,False,False,False,False,True,2200,True,False,False,7001,-400.6772155761719,-485.6976318359375,-0.3548874855041504,100,100,16,3,True,False,False,False,False,False,5000,True,False,False,7379,-1235.7850341796875,-458.52777099609375,134.02883911132812,100,100,5,3,True,False,False,False,False,False,4800,True,False,False,8832,-410.6847229003906,-552.333251953125,111.1675796508789,100,0,9,2,True,False,False,False,False,False,5300,False,False,False,8970,962.9773202520229,760.5858842912804,1388.5722139564957,inf,0,4575.033117283892,4695.265563549829,962.9773202520229,1099.0491558404517,425.5948937044729,inf,962.9773202520229,5122.350811548187,3732.2882432978054,1113.7072207640265,1661.0249150283219,2086.619808732795,inf,1113.7072207640265,3831.5105299445117,4141.801550045677,1388.5722139564957,425.5948937044729,1524.6440495449247,inf,1388.5722139564957,5547.94570525266,3846.9684662647996,inf,inf,inf,inf,inf,5061.489411268276,4271.117014907314,0,962.9773202520229,760.5858842912804,1388.5722139564957,inf,4575.033117283892,4695.265563549829
00e7fec9-cee0-430f-80f4-6b50443ceacd,10,151689,2.2440944881889764,False,21500,20700,11,False,T,ENCE,1000,t_setup_a,-299.9865417480469,-1163.976806640625,77.70357513427734,100,100,15,1,True,False,False,False,False,False,4200,True,False,True,7219,-918.479736328125,-731.5955810546875,124.7954330444336,100,100,5,2,True,False,False,False,False,True,2200,True,False,False,8124,-405.798828125,-381.4170837402344,0.32876360416412354,100,100,16,3,True,False,False,False,False,False,5000,True,False,False,7380,-1316.2001953125,-362.8300476074219,129.03125,100,100,5,3,True,False,False,False,False,False,4800,True,False,False,8831,-390.5191955566406,-487.712158203125,2.2347164154052734,100,0,9,2,True,False,False,False,False,False,5300,False,False,False,7379,832.8431523804041,835.5914283167963,1563.5722139564957,760.5858842912804,0,4575.033117283892,4695.265563549829,832.8431523804041,1043.920531994349,730.7290615760917,968.914987968833,832.8431523804041,4992.216643676569,3862.4224111694243,1188.7127647895425,1605.896291182219,2336.625352758311,75.00554402551587,1188.7127647895425,3756.5049859189958,4066.796006020161,1563.5722139564957,730.7290615760917,1774.6495935704406,1699.6440495449247,1563.5722139564957,5722.94570525266,3671.9684662647996,1113.7072207640265,1530.8907471567031,75.00554402551587,2261.619808732795,1113.7072207640265,3831.5105299445117,4141.801550045677,0,832.8431523804041,835.5914283167963,1563.5722139564957,760.5858842912804,4575.033117283892,4695.265563549829
00e7fec9-cee0-430f-80f4-6b50443ceacd,10,151753,2.748031496062992,False,21500,20700,11,False,T,ENCE,1000,t_setup_a,-299.9865417480469,-1163.976806640625,90.83411407470703,100,100,15,1,True,False,False,False,False,False,4200,True,False,True,7219,-795.725830078125,-731.85400390625,124.69207000732422,100,100,5,2,True,False,False,False,False,True,2200,True,False,False,2059,-401.26654052734375,-327.39166259765625,0.777313232421875,100,100,15,2,True,False,False,False,False,False,5000,True,False,False,7381,-1392.8603515625,-264.11822509765625,129.1231689453125,100,100,5,3,True,False,False,False,False,False,4800,True,False,False,8833,-382.6311950683594,-480.682373046875,9.03125,100,0,9,2,True,False,False,False,False,False,5300,False,False,False,7379,766.3576396941461,910.5920835310243,1663.5722139564957,760.5858842912804,0,4575.033117283892,4695.265563549829,766.3576396941461,990.1132135670666,959.5370352176019,840.1070143273228,766.3576396941461,4863.408670035058,3991.2303848109345,1263.7134200037704,1552.0889727549368,2511.626007972539,150.00619923974384,1263.7134200037704,3681.5043307047677,3991.795350805933,1663.5722139564957,959.5370352176019,1949.6502487846685,1799.6440495449247,1663.5722139564957,5822.94570525266,3760.2468799664684,1113.7072207640265,1402.082773515193,150.00619923974384,2361.619808732795,1113.7072207640265,3831.5105299445117,4141.801550045677,0,766.3576396941461,910.5920835310243,1663.5722139564957,760.5858842912804,4575.033117283892,4695.265563549829
00e7fec9-cee0-430f-80f4-6b50443ceacd,10,151817,3.251968503937008,False,21500,20700,11,False,T,ENCE,1000,t_setup_a,-299.9865417480469,-1163.976806640625,121.51819610595703,100,100,5,0,True,False,False,False,False,False,4200,True,False,True,7219,-673.0681762695312,-748.3497924804688,120.22126770019531,100,100,5,2,True,False,False,False,False,True,2200,True,False,False,1978,-384.4543151855469,-418.27471923828125,8.734021186828613,100,100,5,2,True,False,False,False,False,False,5000,True,False,False,7380,-1440.7552490234375,-151.07618713378906,183.47462463378906,100,100,5,3,True,False,False,False,False,False,4800,True,False,False,1425,-385.4950866699219,-480.3536071777344,8.040182113647461,100,0,9,2,True,False,False,False,False,False,5300,False,False,False,7379,670.5864856491681,835.5914283167963,1991.3165196726568,760.5858842912804,0,4575.033117283892,4695.265563549829,670.5864856491681,760.4891548376828,1441.9047444489188,685.483610812167,670.5864856491681,4708.7852665199025,4145.853788326091,1188.7127647895425,1322.464914025553,2764.3696584744716,75.00554402551587,1188.7127647895425,3756.5049859189958,4066.796006020161,1991.3165196726568,1441.9047444489188,2202.3938992866015,2127.388355261086,1991.3165196726568,6098.746195972257,3662.9911856826293,1113.7072207640265,1247.459370000037,75.00554402551587,2689.364114448956,1113.7072207640265,3831.5105299445117,4141.801550045677,0,670.5864856491681,835.5914283167963,1991.3165196726568,760.5858842912804,4575.033117283892,4695.265563549829
00e7fec9-cee0-430f-80f4-6b50443ceacd,10,151881,3.7559055118110236,False,21500,20700,11,False,T,ENCE,1000,t_setup_a,-274.52972412109375,-1125.0167236328125,68.46065521240234,100,100,5,0,True,False,False,False,False,False,4200,True,False,True,7219,-550.180908203125,-748.09033203125,119.83651733398438,100,100,5,2,True,False,False,False,False,True,2200,True,False,False,2184,-309.7945251464844,-480.986083984375,9.03125,100,100,5,2,True,False,False,False,False,False,5000,True,False,False,7362,-1488.5972900390625,-21.240522384643555,104.78406524658203,100,100,5,3,True,False,False,False,False,False,4800,True,False,False,8362,-390.03424072265625,-480.4327697753906,4.061697006225586,100,0,9,2,True,False,False,False,False,False,5300,False,False,False,7379,536.7135951268406,712.9928925598186,2419.8769607138847,760.5858842912804,0,4575.033117283892,4695.265563549829,536.7135951268406,601.2348919587716,1986.1964772944025,648.8278836902334,536.7135951268406,4672.129539397969,4261.585080130346,1066.1142290325647,1163.2106511466418,3070.331563758722,76.85677538298941,1066.1142290325647,3908.367305327501,4218.658325428666,3008.6153163861154,2574.934832966633,3097.0941602430826,3144.687151974544,3008.6153163861154,6527.306637013485,4091.551626723857,1113.7072207640265,1210.8036428781036,76.85677538298941,3117.9245554901836,1113.7072207640265,3831.5105299445117,4141.801550045677,0,536.7135951268406,712.9928925598186,2419.8769607138847,760.5858842912804,4575.033117283892,4695.265563549829
00e7fec9-cee0-430f-80f4-6b50443ceacd,10,151945,4.25984251968504,False,21500,20700,11,False,T,ENCE,1000,t_setup_a,-207.8149871826172,-1022.8289184570312,57.23734664916992,100,100,5,0,True,False,False,False,False,False,4200,True,False,True,7212,-426.4288024902344,-721.314697265625,109.28864288330078,100,100,18,2,True,False,False,False,False,True,2200,True,False,False,8971,-200.15853881835938,-515.9485473632812,0.3134276866912842,100,100,5,2,True,False,False,False,False,False,5000,True,False,False,7351,-1505.10205078125,88.59416961669922,5.647518157958984,100,100,5,3,True,False,False,False,False,False,4800,True,False,False,3789,-313.26947021484375,-501.0712585449219,5.65673303604126,100,0,5,2,True,False,False,False,False,False,5300,False,False,False,7362,391.22105210732605,675.8195666813324,2449.7727252050317,650.7125584236757,0,4446.357071945835,4680.136754885993,391.22105210732605,523.6604922138708,2179.700552978108,443.1387767628654,391.22105210732605,4514.033424202063,4410.064582659069,754.9241747299159,822.6005269861441,2932.8421279491135,232.82314356365924,754.9241747299159,4111.926665239633,4422.217685340798,2898.942806709078,2628.8706344821544,3083.0721746808867,3002.550459229881,2898.942806709078,4488.6673106726785,2052.912300383051,937.4381836945073,1005.1145359507356,232.82314356365924,3115.356136913705,937.4381836945073,3908.367305327501,4218.658325428666,0,391.22105210732605,675.8195666813324,2449.7727252050317,650.7125584236757,4446.357071945835,4680.136754885993
00e7fec9-cee0-430f-80f4-6b50443ceacd,10,152009,4.7637795275590555,False,21500,20700,11,False,T,ENCE,1000,t_setup_a,-139.5587921142578,-918.10986328125,31.304187774658203,100,100,5,0,True,False,False,False,False,False,4200,True,False,True,7266,-307.62774658203125,-684.6758422851562,107.18595123291016,100,100,5,2,True,False,False,False,False,True,2200,True,False,False,8577,-78.9784927368164,-525.781005859375,1.535500407218933,100,100,18,2,True,False,False,False,False,False,5000,True,False,False,1079,-1529.297119140625,206.248046875,5.716464996337891,100,100,5,3,True,False,False,False,False,False,4800,True,False,False,3783,-192.25604248046875,-517.8171997070312,0.3729827404022217,100,0,1,2,True,False,False,False,False,False,5300,False,False,False,7351,472.051826228923,546.2099919691984,2661.809986416768,652.3466970609339,0,4355.7557089482125,4778.95520580386,472.051826228923,311.2821177584556,2389.155454589953,357.9654488807561,472.051826228923,4348.338380868949,4506.300673977044,558.1861066405583,550.768778561294,2939.924233151247,106.13670509173546,558.1861066405583,4036.794393146687,4478.0452558334655,3070.8369669640065,2798.182435137191,3109.4645528956466,3156.147884017947,3070.8369669640065,4375.4485003788095,1939.693490089182,664.3228117322938,656.9054836530295,106.13670509173546,3046.0609382429825,664.3228117322938,4111.926665239633,4422.217685340798,0,472.051826228923,546.2099919691984,2661.809986416768,652.3466970609339,4355.7557089482125,4778.95520580386
